utt_id,label,speaker,attack,AASIST_score,error_type,confidence,AASIST-L_score,AASIST3_score,LFCC+LCNN_score,XLS-R+Nes2Net_score,XLS-R+AASIST_score,failed_model_count,model
LA_E_7454130,0,LA_0030,A10,,false_positive,0.9999973773956299,0.9999973773956299,,,,,,
LA_E_3294833,0,LA_0023,A12,,false_positive,0.9999971389770508,0.9999971389770508,,,,,,
LA_E_2232105,0,LA_0042,A10,,false_positive,0.9999970197677612,0.9999970197677612,,,,,,
LA_E_3972876,0,LA_0030,A15,,false_positive,0.9999970197677612,0.9999970197677612,,,,,,
LA_E_7035710,0,LA_0030,A10,,false_positive,0.9999969005584717,0.9999969005584717,,,,,,
LA_E_9990560,0,LA_0001,A18,,false_positive,0.9999966621398926,0.9999966621398926,,,,,,
LA_E_1216538,0,LA_0047,A12,,false_positive,0.999996542930603,0.999996542930603,,,,,,
LA_E_5398042,0,LA_0023,A07,,false_positive,0.9999964237213135,0.9999964237213135,,,,,,
LA_E_8873520,0,LA_0011,A10,,false_positive,0.9999961853027344,0.9999961853027344,,,,,,
LA_E_6478551,0,LA_0011,A10,,false_positive,0.9999960660934448,0.9999960660934448,,,,,,
LA_E_9463384,0,LA_0035,A10,,false_positive,0.9999960660934448,0.9999960660934448,,,,,,
LA_E_7670367,0,LA_0041,A10,,false_positive,0.9999959468841553,0.9999959468841553,,,,,,
LA_E_2367237,0,LA_0031,A10,,false_positive,0.9999958276748657,0.9999958276748657,,,,,,
LA_E_6668708,0,LA_0047,A10,,false_positive,0.9999958276748657,0.9999958276748657,,,,,,
LA_E_4054045,0,LA_0039,A10,,false_positive,0.9999954700469971,0.9999954700469971,,,,,,
LA_E_9695340,0,LA_0008,A12,,false_positive,0.9999954700469971,0.9999954700469971,,,,,,
LA_E_5377356,0,LA_0031,A13,,false_positive,0.9999953508377075,0.9999953508377075,,,,,,
LA_E_9652005,0,LA_0008,A10,,false_positive,0.9999953508377075,0.9999953508377075,,,,,,
LA_E_6594461,0,LA_0029,A10,,false_positive,0.999995231628418,0.999995231628418,,,,,,
LA_E_3934174,0,LA_0033,A10,,false_positive,0.9999951124191284,0.9999951124191284,,,,,,
LA_E_8167359,0,LA_0047,A10,,false_positive,0.9999951124191284,0.9999951124191284,,,,,,
LA_E_8815551,0,LA_0035,A12,,false_positive,0.9999951124191284,0.9999951124191284,,,,,,
LA_E_4918701,0,LA_0008,A10,,false_positive,0.9999947547912598,0.9999947547912598,,,,,,
LA_E_5641302,0,LA_0031,A10,,false_positive,0.9999947547912598,0.9999947547912598,,,,,,
LA_E_3017534,1,LA_0008,bonafide,,false_negative,0.9999952939137984,4.706086201622384e-06,,,,,,
LA_E_1450790,1,LA_0057,bonafide,,false_negative,0.9997925305651734,0.00020746943482663482,,,,,,
LA_E_4903415,1,LA_0050,bonafide,,false_negative,0.9335019811987877,0.06649801880121231,,,,,,
LA_E_3572990,1,LA_0050,bonafide,,false_negative,0.8954653814435005,0.10453461855649948,,,,,,
LA_E_7858055,1,LA_0040,bonafide,,false_negative,0.8562939614057541,0.1437060385942459,,,,,,
LA_E_8374049,1,LA_0033,bonafide,,false_negative,0.7823477983474731,0.21765220165252686,,,,,,
LA_E_7138609,1,LA_0053,bonafide,,false_negative,0.7577631622552872,0.24223683774471283,,,,,,
LA_E_9081256,1,LA_0061,bonafide,,false_negative,0.6655862927436829,0.33441370725631714,,,,,,
LA_E_3657969,1,LA_0004,bonafide,,false_negative,0.6115672588348389,0.38843274116516113,,,,,,
LA_E_1264937,1,LA_0040,bonafide,,false_negative,0.5651420950889587,0.43485790491104126,,,,,,
LA_E_7221379,1,LA_0037,bonafide,,false_negative,0.5474574565887451,0.4525425434112549,,,,,,
LA_E_6308759,1,LA_0012,bonafide,,false_negative,0.5429085493087769,0.45709145069122314,,,,,,
LA_E_6549743,1,LA_0037,bonafide,,false_negative,0.45528674125671387,0.5447132587432861,,,,,,
LA_E_5306862,1,LA_0040,bonafide,,false_negative,0.41171395778656006,0.5882860422134399,,,,,,
LA_E_2186198,1,LA_0014,bonafide,,false_negative,0.3833600878715515,0.6166399121284485,,,,,,
LA_E_4628216,1,LA_0040,bonafide,,false_negative,0.35849815607070923,0.6415018439292908,,,,,,
LA_E_8647656,1,LA_0033,bonafide,,false_negative,0.3383339047431946,0.6616660952568054,,,,,,
LA_E_3046624,1,LA_0037,bonafide,,false_negative,0.2735101580619812,0.7264898419380188,,,,,,
LA_E_3550947,1,LA_0050,bonafide,,false_negative,0.2546505928039551,0.7453494071960449,,,,,,
LA_E_1486483,1,LA_0057,bonafide,,false_negative,0.2500486969947815,0.7499513030052185,,,,,,
LA_E_2448623,1,LA_0057,bonafide,,false_negative,0.2039886713027954,0.7960113286972046,,,,,,
LA_E_2256225,1,LA_0054,bonafide,,false_negative,0.19070851802825928,0.8092914819717407,,,,,,
LA_E_2805188,1,LA_0057,bonafide,,false_negative,0.19026142358779907,0.8097385764122009,,,,,,
LA_E_5836870,1,LA_0019,bonafide,,false_negative,0.18723762035369873,0.8127623796463013,,,,,,
LA_E_9131748,1,LA_0030,bonafide,,false_negative,0.15409278869628906,0.8459072113037109,,,,,,
LA_E_2442152,0,LA_0046,A19,,false_positive,0.9732634425163269,,0.9732634425163269,,,,,
LA_E_5902686,0,LA_0020,A19,,false_positive,0.9699202179908752,,0.9699202179908752,,,,,
LA_E_5114554,0,LA_0045,A17,,false_positive,0.9678289294242859,,0.9678289294242859,,,,,
LA_E_9970930,0,LA_0011,A19,,false_positive,0.9654124975204468,,0.9654124975204468,,,,,
LA_E_1587501,0,LA_0014,A10,,false_positive,0.960238516330719,,0.960238516330719,,,,,
LA_E_3647925,0,LA_0031,A18,,false_positive,0.9577925801277161,,0.9577925801277161,,,,,
LA_E_1005800,0,LA_0026,A17,,false_positive,0.9556778073310852,,0.9556778073310852,,,,,
LA_E_2759566,0,LA_0047,A18,,false_positive,0.9550653100013733,,0.9550653100013733,,,,,
LA_E_1666468,0,LA_0008,A18,,false_positive,0.9499548077583313,,0.9499548077583313,,,,,
LA_E_4741505,0,LA_0047,A18,,false_positive,0.9498326182365417,,0.9498326182365417,,,,,
LA_E_8504331,0,LA_0041,A17,,false_positive,0.9474843740463257,,0.9474843740463257,,,,,
LA_E_3099333,0,LA_0040,A18,,false_positive,0.9469936490058899,,0.9469936490058899,,,,,
LA_E_1366501,0,LA_0007,A18,,false_positive,0.9342055320739746,,0.9342055320739746,,,,,
LA_E_2190013,0,LA_0024,A10,,false_positive,0.9330522418022156,,0.9330522418022156,,,,,
LA_E_4278012,0,LA_0045,A18,,false_positive,0.9312334656715393,,0.9312334656715393,,,,,
LA_E_6927903,0,LA_0026,A18,,false_positive,0.9292955994606018,,0.9292955994606018,,,,,
LA_E_7062140,0,LA_0024,A10,,false_positive,0.9225414991378784,,0.9225414991378784,,,,,
LA_E_8019085,0,LA_0026,A18,,false_positive,0.9130654335021973,,0.9130654335021973,,,,,
LA_E_8470181,0,LA_0047,A18,,false_positive,0.9097605347633362,,0.9097605347633362,,,,,
LA_E_3447157,0,LA_0024,A12,,false_positive,0.9092477560043335,,0.9092477560043335,,,,,
LA_E_6249902,0,LA_0008,A18,,false_positive,0.9050944447517395,,0.9050944447517395,,,,,
LA_E_5779443,0,LA_0029,A18,,false_positive,0.8675829768180847,,0.8675829768180847,,,,,
LA_E_1752794,0,LA_0041,A12,,false_positive,0.8645374774932861,,0.8645374774932861,,,,,
LA_E_9870774,0,LA_0045,A10,,false_positive,0.8640996217727661,,0.8640996217727661,,,,,
LA_E_2394352,0,LA_0018,A17,,false_positive,0.8572531938552856,,0.8572531938552856,,,,,
LA_E_8493524,1,LA_0056,bonafide,,false_negative,0.9999999999854082,,1.459182601137865e-11,,,,,
LA_E_6415940,1,LA_0004,bonafide,,false_negative,0.9999999999784088,,2.1591124721442867e-11,,,,,
LA_E_3318013,1,LA_0002,bonafide,,false_negative,0.9999999999677339,,3.2266057881091825e-11,,,,,
LA_E_2857857,1,LA_0011,bonafide,,false_negative,0.9999999999631333,,3.686670760338906e-11,,,,,
LA_E_3452213,1,LA_0014,bonafide,,false_negative,0.9999999999560626,,4.3937405797001006e-11,,,,,
LA_E_7516210,1,LA_0035,bonafide,,false_negative,0.9999999999501469,,4.985316673367102e-11,,,,,
LA_E_5504194,1,LA_0009,bonafide,,false_negative,0.9999999999471755,,5.282453641175522e-11,,,,,
LA_E_2205244,1,LA_0019,bonafide,,false_negative,0.9999999999429731,,5.702691444064989e-11,,,,,
LA_E_1686378,1,LA_0011,bonafide,,false_negative,0.9999999998961211,,1.038789471108359e-10,,,,,
LA_E_5954622,1,LA_0003,bonafide,,false_negative,0.9999999998897144,,1.1028557234116221e-10,,,,,
LA_E_8845918,1,LA_0057,bonafide,,false_negative,0.9999999998865079,,1.1349206296973335e-10,,,,,
LA_E_5731886,1,LA_0057,bonafide,,false_negative,0.9999999998653798,,1.3462024550658924e-10,,,,,
LA_E_7344110,1,LA_0019,bonafide,,false_negative,0.9999999998637209,,1.3627908523883292e-10,,,,,
LA_E_4447372,1,LA_0057,bonafide,,false_negative,0.9999999998629718,,1.3702818046912313e-10,,,,,
LA_E_5213661,1,LA_0038,bonafide,,false_negative,0.9999999998132892,,1.8671073021003792e-10,,,,,
LA_E_1478219,1,LA_0053,bonafide,,false_negative,0.9999999998104601,,1.8953996705484144e-10,,,,,
LA_E_6879821,1,LA_0059,bonafide,,false_negative,0.9999999997853452,,2.1465487720639942e-10,,,,,
LA_E_7952791,1,LA_0019,bonafide,,false_negative,0.9999999997544848,,2.4551510824366574e-10,,,,,
LA_E_5780271,1,LA_0002,bonafide,,false_negative,0.9999999996965597,,3.0344027290851727e-10,,,,,
LA_E_8267790,1,LA_0003,bonafide,,false_negative,0.9999999996834412,,3.1655875143421497e-10,,,,,
LA_E_5364953,1,LA_0033,bonafide,,false_negative,0.9999999996775214,,3.2247862713497e-10,,,,,
LA_E_9398476,1,LA_0012,bonafide,,false_negative,0.9999999996473318,,3.526682279542115e-10,,,,,
LA_E_8167989,1,LA_0003,bonafide,,false_negative,0.9999999996285815,,3.71418479305774e-10,,,,,
LA_E_7768253,1,LA_0028,bonafide,,false_negative,0.9999999996285163,,3.714836771528951e-10,,,,,
LA_E_7037148,1,LA_0059,bonafide,,false_negative,0.9999999996262036,,3.73796438246643e-10,,,,,
LA_E_1039046,0,LA_0047,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1048076,0,LA_0008,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1071690,0,LA_0026,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1093638,0,LA_0008,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1098118,0,LA_0045,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1148090,0,LA_0024,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1151659,0,LA_0032,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1173912,0,LA_0026,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1180467,0,LA_0045,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1215040,0,LA_0024,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1227212,0,LA_0004,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1271753,0,LA_0008,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1290005,0,LA_0024,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1297552,0,LA_0047,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1356323,0,LA_0026,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1364467,0,LA_0029,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1451303,0,LA_0008,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1462346,0,LA_0014,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1529033,0,LA_0026,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1536356,0,LA_0026,A14,,false_positive,1.0,,,1.0,,,,
LA_E_1573093,0,LA_0029,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1634069,0,LA_0032,A12,,false_positive,1.0,,,1.0,,,,
LA_E_1640740,0,LA_0008,A13,,false_positive,1.0,,,1.0,,,,
LA_E_1712213,0,LA_0026,A14,,false_positive,1.0,,,1.0,,,,
LA_E_1751434,0,LA_0008,A13,,false_positive,1.0,,,1.0,,,,
LA_E_2795195,1,LA_0009,bonafide,,false_negative,0.9996880242833868,,,0.0003119757166132331,,,,
LA_E_3464827,1,LA_0009,bonafide,,false_negative,0.9983228404307738,,,0.0016771595692262053,,,,
LA_E_7413625,1,LA_0009,bonafide,,false_negative,0.9982507078675553,,,0.0017492921324446797,,,,
LA_E_5506759,1,LA_0009,bonafide,,false_negative,0.9977203735616058,,,0.002279626438394189,,,,
LA_E_7097428,1,LA_0012,bonafide,,false_negative,0.9976258222013712,,,0.002374177798628807,,,,
LA_E_1615664,1,LA_0041,bonafide,,false_negative,0.9975223685614765,,,0.002477631438523531,,,,
LA_E_7846631,1,LA_0009,bonafide,,false_negative,0.9969789427705109,,,0.003021057229489088,,,,
LA_E_3291135,1,LA_0010,bonafide,,false_negative,0.9966499556321651,,,0.0033500443678349257,,,,
LA_E_2786608,1,LA_0012,bonafide,,false_negative,0.9962938106618822,,,0.003706189338117838,,,,
LA_E_1541750,1,LA_0009,bonafide,,false_negative,0.9951633336022496,,,0.004836666397750378,,,,
LA_E_6067961,1,LA_0009,bonafide,,false_negative,0.9924304354935884,,,0.007569564506411552,,,,
LA_E_4486502,1,LA_0010,bonafide,,false_negative,0.9920467231422663,,,0.007953276857733727,,,,
LA_E_7893685,1,LA_0030,bonafide,,false_negative,0.990492707118392,,,0.00950729288160801,,,,
LA_E_5224496,1,LA_0043,bonafide,,false_negative,0.9904893524944782,,,0.009510647505521774,,,,
LA_E_1194478,1,LA_0051,bonafide,,false_negative,0.9898135485127568,,,0.010186451487243176,,,,
LA_E_4610908,1,LA_0036,bonafide,,false_negative,0.9890834400430322,,,0.01091655995696783,,,,
LA_E_1360258,1,LA_0012,bonafide,,false_negative,0.9884930774569511,,,0.011506922543048859,,,,
LA_E_4596132,1,LA_0063,bonafide,,false_negative,0.9881508611142635,,,0.011849138885736465,,,,
LA_E_3752390,1,LA_0041,bonafide,,false_negative,0.9872097996994853,,,0.012790200300514698,,,,
LA_E_1177031,1,LA_0012,bonafide,,false_negative,0.9853160893544555,,,0.014683910645544529,,,,
LA_E_6502313,1,LA_0043,bonafide,,false_negative,0.9849479999393225,,,0.015052000060677528,,,,
LA_E_1723049,1,LA_0009,bonafide,,false_negative,0.9842810872942209,,,0.015718912705779076,,,,
LA_E_6343339,1,LA_0041,bonafide,,false_negative,0.98393783159554,,,0.016062168404459953,,,,
LA_E_7260329,1,LA_0012,bonafide,,false_negative,0.9836168196052313,,,0.016383180394768715,,,,
LA_E_5573267,1,LA_0012,bonafide,,false_negative,0.9825418256223202,,,0.017458174377679825,,,,
LA_E_2149848,0,LA_0035,A11,,false_positive,0.9999969005584717,,,,0.9999969005584717,,,
LA_E_4039963,0,LA_0009,A10,,false_positive,0.9999963045120239,,,,0.9999963045120239,,,
LA_E_5515472,0,LA_0009,A10,,false_positive,0.9999963045120239,,,,0.9999963045120239,,,
LA_E_8038559,0,LA_0009,A10,,false_positive,0.9999957084655762,,,,0.9999957084655762,,,
LA_E_2323560,0,LA_0005,A19,,false_positive,0.9999939203262329,,,,0.9999939203262329,,,
LA_E_5972743,0,LA_0009,A11,,false_positive,0.9999938011169434,,,,0.9999938011169434,,,
LA_E_1705747,0,LA_0035,A11,,false_positive,0.9999936819076538,,,,0.9999936819076538,,,
LA_E_8950409,0,LA_0046,A18,,false_positive,0.9999936819076538,,,,0.9999936819076538,,,
LA_E_4966277,0,LA_0008,A11,,false_positive,0.9999935626983643,,,,0.9999935626983643,,,
LA_E_7123449,0,LA_0018,A10,,false_positive,0.999993085861206,,,,0.999993085861206,,,
LA_E_2444993,0,LA_0016,A11,,false_positive,0.9999924898147583,,,,0.9999924898147583,,,
LA_E_6483096,0,LA_0009,A11,,false_positive,0.9999911785125732,,,,0.9999911785125732,,,
LA_E_8304415,0,LA_0030,A19,,false_positive,0.999990701675415,,,,0.999990701675415,,,
LA_E_6414741,0,LA_0027,A11,,false_positive,0.9999904632568359,,,,0.9999904632568359,,,
LA_E_3808108,0,LA_0004,A10,,false_positive,0.9999903440475464,,,,0.9999903440475464,,,
LA_E_9464581,0,LA_0040,A19,,false_positive,0.9999902248382568,,,,0.9999902248382568,,,
LA_E_3542555,0,LA_0024,A11,,false_positive,0.9999895095825195,,,,0.9999895095825195,,,
LA_E_1490752,0,LA_0014,A11,,false_positive,0.9999892711639404,,,,0.9999892711639404,,,
LA_E_7253723,0,LA_0033,A11,,false_positive,0.9999889135360718,,,,0.9999889135360718,,,
LA_E_7257253,0,LA_0041,A11,,false_positive,0.9999889135360718,,,,0.9999889135360718,,,
LA_E_5813590,0,LA_0017,A11,,false_positive,0.9999887943267822,,,,0.9999887943267822,,,
LA_E_6747587,0,LA_0033,A11,,false_positive,0.9999884366989136,,,,0.9999884366989136,,,
LA_E_5598722,0,LA_0045,A10,,false_positive,0.9999880790710449,,,,0.9999880790710449,,,
LA_E_5167511,0,LA_0044,A19,,false_positive,0.9999879598617554,,,,0.9999879598617554,,,
LA_E_6636964,0,LA_0017,A11,,false_positive,0.9999877214431763,,,,0.9999877214431763,,,
LA_E_2168860,1,LA_0057,bonafide,,false_negative,0.1758599877357483,,,,0.8241400122642517,,,
LA_E_6425190,1,LA_0057,bonafide,,false_negative,0.14020365476608276,,,,0.8597963452339172,,,
LA_E_1450790,1,LA_0057,bonafide,,false_negative,0.0938178300857544,,,,0.9061821699142456,,,
LA_E_6592171,1,LA_0033,bonafide,,false_negative,0.022383570671081543,,,,0.9776164293289185,,,
LA_E_3788812,1,LA_0038,bonafide,,false_negative,0.008603513240814209,,,,0.9913964867591858,,,
LA_E_4262706,1,LA_0038,bonafide,,false_negative,0.006403923034667969,,,,0.993596076965332,,,
LA_E_7627670,1,LA_0002,bonafide,,false_negative,0.005199551582336426,,,,0.9948004484176636,,,
LA_E_3913416,1,LA_0038,bonafide,,false_negative,0.0047953128814697266,,,,0.9952046871185303,,,
LA_E_8784966,1,LA_0049,bonafide,,false_negative,0.004713296890258789,,,,0.9952867031097412,,,
LA_E_6093636,1,LA_0038,bonafide,,false_negative,0.002995908260345459,,,,0.9970040917396545,,,
LA_E_2195300,1,LA_0002,bonafide,,false_negative,0.0028925538063049316,,,,0.9971074461936951,,,
LA_E_9221051,1,LA_0038,bonafide,,false_negative,0.0028232336044311523,,,,0.9971767663955688,,,
LA_E_3334821,1,LA_0038,bonafide,,false_negative,0.0024768710136413574,,,,0.9975231289863586,,,
LA_E_2593919,1,LA_0038,bonafide,,false_negative,0.0022529959678649902,,,,0.997747004032135,,,
LA_E_2082186,1,LA_0038,bonafide,,false_negative,0.002131223678588867,,,,0.9978687763214111,,,
LA_E_4089544,1,LA_0038,bonafide,,false_negative,0.00203859806060791,,,,0.9979614019393921,,,
LA_E_8727258,1,LA_0068,bonafide,,false_negative,0.0016158819198608398,,,,0.9983841180801392,,,
LA_E_2876549,1,LA_0057,bonafide,,false_negative,0.0014278888702392578,,,,0.9985721111297607,,,
LA_E_1398372,1,LA_0002,bonafide,,false_negative,0.0011122822761535645,,,,0.9988877177238464,,,
LA_E_1165621,1,LA_0033,bonafide,,false_negative,0.0009225606918334961,,,,0.9990774393081665,,,
LA_E_3771356,1,LA_0038,bonafide,,false_negative,0.0008785128593444824,,,,0.9991214871406555,,,
LA_E_4482694,1,LA_0012,bonafide,,false_negative,0.0008358955383300781,,,,0.9991641044616699,,,
LA_E_3017534,1,LA_0008,bonafide,,false_negative,0.0007209181785583496,,,,0.9992790818214417,,,
LA_E_5299737,1,LA_0057,bonafide,,false_negative,0.0006507039070129395,,,,0.9993492960929871,,,
LA_E_7971137,1,LA_0044,bonafide,,false_negative,0.0005396008491516113,,,,0.9994603991508484,,,
LA_E_9248660,0,LA_0010,A11,,false_positive,0.9999754428863525,,,,,0.9999754428863525,,
LA_E_6893101,0,LA_0023,A10,,false_positive,0.9999744892120361,,,,,0.9999744892120361,,
LA_E_2085840,0,LA_0033,A10,,false_positive,0.9999738931655884,,,,,0.9999738931655884,,
LA_E_3831122,0,LA_0020,A10,,false_positive,0.9999715089797974,,,,,0.9999715089797974,,
LA_E_4796067,0,LA_0037,A10,,false_positive,0.9999715089797974,,,,,0.9999715089797974,,
LA_E_7291384,0,LA_0016,A10,,false_positive,0.9999715089797974,,,,,0.9999715089797974,,
LA_E_4259182,0,LA_0006,A10,,false_positive,0.9999711513519287,,,,,0.9999711513519287,,
LA_E_3184392,0,LA_0024,A17,,false_positive,0.9999710321426392,,,,,0.9999710321426392,,
LA_E_7260322,0,LA_0034,A10,,false_positive,0.9999710321426392,,,,,0.9999710321426392,,
LA_E_4156462,0,LA_0033,A10,,false_positive,0.999970555305481,,,,,0.999970555305481,,
LA_E_7080098,0,LA_0027,A07,,false_positive,0.9999704360961914,,,,,0.9999704360961914,,
LA_E_3006138,0,LA_0037,A11,,false_positive,0.9999701976776123,,,,,0.9999701976776123,,
LA_E_4672902,0,LA_0017,A10,,false_positive,0.9999701976776123,,,,,0.9999701976776123,,
LA_E_4868008,0,LA_0004,A10,,false_positive,0.9999701976776123,,,,,0.9999701976776123,,
LA_E_9534798,0,LA_0002,A10,,false_positive,0.9999701976776123,,,,,0.9999701976776123,,
LA_E_3358980,0,LA_0013,A10,,false_positive,0.9999700784683228,,,,,0.9999700784683228,,
LA_E_1960810,0,LA_0044,A11,,false_positive,0.9999699592590332,,,,,0.9999699592590332,,
LA_E_3398601,0,LA_0012,A10,,false_positive,0.9999696016311646,,,,,0.9999696016311646,,
LA_E_8135561,0,LA_0007,A11,,false_positive,0.9999696016311646,,,,,0.9999696016311646,,
LA_E_6464369,0,LA_0039,A10,,false_positive,0.999969482421875,,,,,0.999969482421875,,
LA_E_6091487,0,LA_0010,A10,,false_positive,0.9999693632125854,,,,,0.9999693632125854,,
LA_E_8488489,0,LA_0010,A10,,false_positive,0.9999693632125854,,,,,0.9999693632125854,,
LA_E_2573347,0,LA_0013,A10,,false_positive,0.9999692440032959,,,,,0.9999692440032959,,
LA_E_3294030,0,LA_0037,A10,,false_positive,0.9999692440032959,,,,,0.9999692440032959,,
