utt_id,label,speaker,AASIST_score,error_type,confidence,AASIST-L_score,AASIST3_score,LFCC+LCNN_score,XLS-R+Nes2Net_score,XLS-R+AASIST_score,failed_model_count,model
28990,0,Alan Watts,,false_positive,0.9986059069633484,0.9986059069633484,,,,,,
30873,0,Alan Watts,,false_positive,0.9985834360122681,0.9985834360122681,,,,,,
4161,0,Alec Guinness,,false_positive,0.998481810092926,0.998481810092926,,,,,,
20477,0,Alan Watts,,false_positive,0.9984748959541321,0.9984748959541321,,,,,,
20489,0,Bernie Sanders,,false_positive,0.9984580278396606,0.9984580278396606,,,,,,
16514,0,Bernie Sanders,,false_positive,0.9983752965927124,0.9983752965927124,,,,,,
27810,0,Alec Guinness,,false_positive,0.9982727766036987,0.9982727766036987,,,,,,
6449,0,Louis C.K.,,false_positive,0.998248815536499,0.998248815536499,,,,,,
15591,0,Alan Watts,,false_positive,0.998198926448822,0.998198926448822,,,,,,
1407,0,Alan Watts,,false_positive,0.9981642365455627,0.9981642365455627,,,,,,
24105,0,Billie Eilish,,false_positive,0.9981301426887512,0.9981301426887512,,,,,,
3935,0,Alan Watts,,false_positive,0.9981048107147217,0.9981048107147217,,,,,,
7241,1,FDR,,false_negative,0.9999999999850857,1.4914260798581935e-11,,,,,,
27435,1,FDR,,false_negative,0.9999999999823267,1.767332807878219e-11,,,,,,
11327,1,FDR,,false_negative,0.9999999999609911,3.90088829294033e-11,,,,,,
21416,1,FDR,,false_negative,0.9999999999043756,9.562442504496005e-11,,,,,,
21369,1,FDR,,false_negative,0.9999999998989128,1.0108720804868909e-10,,,,,,
29865,1,FDR,,false_negative,0.9999999998774883,1.225116535996662e-10,,,,,,
19724,1,FDR,,false_negative,0.9999999998708564,1.2914364022620362e-10,,,,,,
14925,1,FDR,,false_negative,0.9999999998648679,1.351321832210317e-10,,,,,,
21271,1,FDR,,false_negative,0.9999999998614182,1.3858182656978357e-10,,,,,,
11715,1,FDR,,false_negative,0.9999999998453858,1.5461422420148807e-10,,,,,,
29767,1,FDR,,false_negative,0.9999999998417536,1.582463882154883e-10,,,,,,
23155,1,FDR,,false_negative,0.9999999998359769,1.6402315616836916e-10,,,,,,
31412,1,FDR,,false_negative,0.9999999998346607,1.6533924229733543e-10,,,,,,
23657,1,FDR,,false_negative,0.9999999998339402,1.660598464292562e-10,,,,,,
18577,1,FDR,,false_negative,0.9999999997853426,2.146573474526292e-10,,,,,,
23451,1,Malcolm X,,false_negative,0.9999999997450512,2.549488398173594e-10,,,,,,
29243,1,FDR,,false_negative,0.9999999996780284,3.219715882796237e-10,,,,,,
3272,1,FDR,,false_negative,0.9999999996356904,3.6430961025679665e-10,,,,,,
10512,1,FDR,,false_negative,0.9999999995604589,4.395410702073832e-10,,,,,,
5400,1,FDR,,false_negative,0.9999999994618933,5.381067258447558e-10,,,,,,
29089,1,FDR,,false_negative,0.9999999994403828,5.596171859245658e-10,,,,,,
29386,1,FDR,,false_negative,0.9999999993863131,6.136868235806503e-10,,,,,,
5004,1,FDR,,false_negative,0.9999999993690967,6.309033295792688e-10,,,,,,
22539,1,FDR,,false_negative,0.9999999993032834,6.967165733229308e-10,,,,,,
19813,1,FDR,,false_negative,0.9999999992934554,7.065445450926688e-10,,,,,,
7341,0,Orson Welles,,false_positive,0.1649915874004364,,0.1649915874004364,,,,,
14117,0,Ayn Rand,,false_positive,0.10532981902360916,,0.10532981902360916,,,,,
9178,0,Queen Elizabeth II,,false_positive,0.09944110363721848,,0.09944110363721848,,,,,
23054,0,Ayn Rand,,false_positive,0.0931016057729721,,0.0931016057729721,,,,,
7981,0,Donald Trump,,false_positive,0.09114304929971695,,0.09114304929971695,,,,,
22025,0,Queen Elizabeth II,,false_positive,0.08747107535600662,,0.08747107535600662,,,,,
23527,0,Ayn Rand,,false_positive,0.08509644865989685,,0.08509644865989685,,,,,
15631,0,Alec Guinness,,false_positive,0.07568343728780746,,0.07568343728780746,,,,,
6521,0,Ayn Rand,,false_positive,0.0755939856171608,,0.0755939856171608,,,,,
21306,0,Queen Elizabeth II,,false_positive,0.06499090790748596,,0.06499090790748596,,,,,
22947,0,Alec Guinness,,false_positive,0.061440400779247284,,0.061440400779247284,,,,,
19620,0,Orson Welles,,false_positive,0.06092007830739021,,0.06092007830739021,,,,,
4528,0,Ayn Rand,,false_positive,0.05892360955476761,,0.05892360955476761,,,,,
15044,0,Queen Elizabeth II,,false_positive,0.05357958376407623,,0.05357958376407623,,,,,
19843,0,Bob Ross,,false_positive,0.05258684605360031,,0.05258684605360031,,,,,
2419,0,Ayn Rand,,false_positive,0.04759662598371506,,0.04759662598371506,,,,,
8966,0,Alec Guinness,,false_positive,0.04731712117791176,,0.04731712117791176,,,,,
20559,0,Ayn Rand,,false_positive,0.04086326062679291,,0.04086326062679291,,,,,
28198,0,Queen Elizabeth II,,false_positive,0.03865329921245575,,0.03865329921245575,,,,,
7170,0,Alec Guinness,,false_positive,0.03744266554713249,,0.03744266554713249,,,,,
22653,0,Ayn Rand,,false_positive,0.03618748113512993,,0.03618748113512993,,,,,
21754,0,Bob Ross,,false_positive,0.03492552414536476,,0.03492552414536476,,,,,
4958,0,Ayn Rand,,false_positive,0.03430504351854324,,0.03430504351854324,,,,,
22890,0,Ayn Rand,,false_positive,0.03359466418623924,,0.03359466418623924,,,,,
25463,0,Orson Welles,,false_positive,0.032842397689819336,,0.032842397689819336,,,,,
20919,1,Ronald Reagan,,false_negative,0.9999999999881973,,1.1802697708063192e-11,,,,,
10300,1,Ronald Reagan,,false_negative,0.99999999998702,,1.297994697835314e-11,,,,,
30765,1,Alec Guinness,,false_negative,0.9999999999868853,,1.3114727186180897e-11,,,,,
21123,1,Donald Trump,,false_negative,0.9999999999858464,,1.4153541186279206e-11,,,,,
28024,1,Ronald Reagan,,false_negative,0.9999999999849162,,1.5083849100316904e-11,,,,,
20721,1,Ronald Reagan,,false_negative,0.9999999999848682,,1.5131769101617287e-11,,,,,
517,1,Donald Trump,,false_negative,0.9999999999848609,,1.5139074022174626e-11,,,,,
7292,1,Alec Guinness,,false_negative,0.9999999999846836,,1.5316418272570687e-11,,,,,
5918,1,Ronald Reagan,,false_negative,0.9999999999845302,,1.5469823338998268e-11,,,,,
18385,1,Ronald Reagan,,false_negative,0.9999999999845056,,1.549442171788762e-11,,,,,
5407,1,Arnold Schwarzenegger,,false_negative,0.9999999999841372,,1.5862706981284447e-11,,,,,
16428,1,Jimmy Carter,,false_negative,0.9999999999840312,,1.5968774913499573e-11,,,,,
3607,1,Ronald Reagan,,false_negative,0.9999999999839733,,1.6026688656745058e-11,,,,,
381,1,Barack Obama,,false_negative,0.9999999999839504,,1.604957139411667e-11,,,,,
24274,1,Harry Truman,,false_negative,0.9999999999839196,,1.6080333245516165e-11,,,,,
1813,1,Alec Guinness,,false_negative,0.9999999999838826,,1.6117458062625545e-11,,,,,
617,1,Ronald Reagan,,false_negative,0.9999999999836603,,1.633973338577288e-11,,,,,
26002,1,Arnold Schwarzenegger,,false_negative,0.9999999999835784,,1.642165396720241e-11,,,,,
17829,1,George Carlin,,false_negative,0.9999999999834369,,1.656308076802837e-11,,,,,
26896,1,Norm MacDonald,,false_negative,0.9999999999833785,,1.6621438600483707e-11,,,,,
31521,1,Ronald Reagan,,false_negative,0.9999999999832884,,1.671159217953022e-11,,,,,
28360,1,Alec Guinness,,false_negative,0.9999999999831906,,1.680941497106403e-11,,,,,
10539,1,Arnold Schwarzenegger,,false_negative,0.9999999999831434,,1.685661159267493e-11,,,,,
23986,1,Alec Guinness,,false_negative,0.999999999983112,,1.6888084680699578e-11,,,,,
16402,1,Ronald Reagan,,false_negative,0.9999999999829681,,1.7031969584690998e-11,,,,,
1006,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
10065,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
10073,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
10088,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
10174,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
10327,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
10402,0,Alan Watts,,false_positive,1.0,,,1.0,,,,
10544,0,Alan Watts,,false_positive,1.0,,,1.0,,,,
10636,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
10732,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
10770,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
10797,0,Alan Watts,,false_positive,1.0,,,1.0,,,,
10926,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
11342,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
11421,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
11658,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
11865,0,Alan Watts,,false_positive,1.0,,,1.0,,,,
11975,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
12060,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
12079,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
12128,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
12140,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
12190,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
1240,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
1254,0,Ayn Rand,,false_positive,1.0,,,1.0,,,,
1156,1,Bernie Sanders,,false_negative,1.0,,,0.0,,,,
13374,1,Winston Churchill,,false_negative,1.0,,,0.0,,,,
14168,1,Nelson Mandela,,false_negative,1.0,,,0.0,,,,
14480,1,Donald Trump,,false_negative,1.0,,,0.0,,,,
14793,1,Bernie Sanders,,false_negative,1.0,,,0.0,,,,
16924,1,Bill Clinton,,false_negative,1.0,,,0.0,,,,
18743,1,Martin Luther King,,false_negative,1.0,,,0.0,,,,
19354,1,Martin Luther King,,false_negative,1.0,,,0.0,,,,
212,1,Ronald Reagan,,false_negative,1.0,,,0.0,,,,
22631,1,Arnold Schwarzenegger,,false_negative,1.0,,,0.0,,,,
24517,1,Martin Luther King,,false_negative,1.0,,,0.0,,,,
26588,1,Bernie Sanders,,false_negative,1.0,,,0.0,,,,
2662,1,Donald Trump,,false_negative,1.0,,,0.0,,,,
30421,1,Martin Luther King,,false_negative,1.0,,,0.0,,,,
20025,1,Martin Luther King,,false_negative,1.0,,,1.1210387714598537e-44,,,,
6840,1,Alec Guinness,,false_negative,1.0,,,1.0089348943138683e-43,,,,
6936,1,Ronald Reagan,,false_negative,1.0,,,1.8497139729087585e-43,,,,
27295,1,Alec Guinness,,false_negative,1.0,,,2.045895757914233e-43,,,,
7903,1,Alec Guinness,,false_negative,1.0,,,2.3261554507791963e-43,,,,
16986,1,Bernie Sanders,,false_negative,1.0,,,2.3541814200656927e-43,,,,
14321,1,Alec Guinness,,false_negative,1.0,,,3.867583761536495e-43,,,,
28005,1,Winston Churchill,,false_negative,1.0,,,5.507102964796531e-43,,,,
7822,1,Ronald Reagan,,false_negative,1.0,,,8.547920632381384e-43,,,,
29214,1,Arnold Schwarzenegger,,false_negative,1.0,,,9.262582849187041e-43,,,,
23387,1,Alec Guinness,,false_negative,1.0,,,1.0061322973852187e-42,,,,
22217,0,Nick Offerman,,false_positive,0.9999973773956299,,,,0.9999973773956299,,,
14146,0,Adam Driver,,false_positive,0.9999334812164307,,,,0.9999334812164307,,,
12309,0,Mark Zuckerberg,,false_positive,0.9999282360076904,,,,0.9999282360076904,,,
15627,0,Bill Clinton,,false_positive,0.9998507499694824,,,,0.9998507499694824,,,
23405,0,Barack Obama,,false_positive,0.9997876286506653,,,,0.9997876286506653,,,
18270,0,Adam Driver,,false_positive,0.9996992349624634,,,,0.9996992349624634,,,
5786,0,Ayn Rand,,false_positive,0.9995618462562561,,,,0.9995618462562561,,,
24239,0,Barack Obama,,false_positive,0.9995602965354919,,,,0.9995602965354919,,,
27966,0,Bill Clinton,,false_positive,0.9995089769363403,,,,0.9995089769363403,,,
2356,0,Bill Clinton,,false_positive,0.9994978904724121,,,,0.9994978904724121,,,
22676,0,Alan Watts,,false_positive,0.9994396567344666,,,,0.9994396567344666,,,
21848,0,Adam Driver,,false_positive,0.9994024038314819,,,,0.9994024038314819,,,
20378,0,Alec Guinness,,false_positive,0.9993883371353149,,,,0.9993883371353149,,,
6108,0,Adam Driver,,false_positive,0.9993748068809509,,,,0.9993748068809509,,,
344,0,Kamala Harris,,false_positive,0.9993529915809631,,,,0.9993529915809631,,,
26988,0,Adam Driver,,false_positive,0.9993447661399841,,,,0.9993447661399841,,,
30344,0,Nick Offerman,,false_positive,0.9992979764938354,,,,0.9992979764938354,,,
3693,0,Adam Driver,,false_positive,0.9992771744728088,,,,0.9992771744728088,,,
16168,0,Nick Offerman,,false_positive,0.999204695224762,,,,0.999204695224762,,,
23667,0,Alan Watts,,false_positive,0.9991627931594849,,,,0.9991627931594849,,,
6180,0,Alan Watts,,false_positive,0.9990735054016113,,,,0.9990735054016113,,,
24839,0,Adam Driver,,false_positive,0.9989103078842163,,,,0.9989103078842163,,,
16691,0,Donald Trump,,false_positive,0.9981714487075806,,,,0.9981714487075806,,,
395,0,Martin Luther King,,false_positive,0.9981061220169067,,,,0.9981061220169067,,,
29614,0,Alec Guinness,,false_positive,0.9980655312538147,,,,0.9980655312538147,,,
14469,1,Barack Obama,,false_negative,0.9997669734730152,,,,0.00023302652698475868,,,
13310,1,Barack Obama,,false_negative,0.9995928881689906,,,,0.00040711183100938797,,,
22701,1,Alec Guinness,,false_negative,0.9995364930655342,,,,0.00046350693446584046,,,
23726,1,Alec Guinness,,false_negative,0.9995318890432827,,,,0.00046811095671728253,,,
18768,1,Bill Clinton,,false_negative,0.9994944314239547,,,,0.0005055685760453343,,,
18496,1,Bernie Sanders,,false_negative,0.9994354745722376,,,,0.000564525427762419,,,
28708,1,Donald Trump,,false_negative,0.9993937544641085,,,,0.0006062455358915031,,,
8557,1,Alec Guinness,,false_negative,0.9993559066206217,,,,0.0006440933793783188,,,
26348,1,Barack Obama,,false_negative,0.9993534705718048,,,,0.0006465294281952083,,,
10953,1,Bernie Sanders,,false_negative,0.9993059647385962,,,,0.0006940352614037693,,,
9702,1,2Pac,,false_negative,0.9992765436763875,,,,0.0007234563236124814,,,
31451,1,George Carlin,,false_negative,0.9992331804824062,,,,0.0007668195175938308,,,
9805,1,Orson Welles,,false_negative,0.9992200354463421,,,,0.0007799645536579192,,,
16275,1,Ayn Rand,,false_negative,0.9992121467366815,,,,0.0007878532633185387,,,
9,1,Alec Guinness,,false_negative,0.9991465782513842,,,,0.0008534217486158013,,,
31651,1,2Pac,,false_negative,0.9991357031976804,,,,0.0008642968023195863,,,
24247,1,The Notorious B.I.G.,,false_negative,0.9991346129681915,,,,0.0008653870318084955,,,
14959,1,2Pac,,false_negative,0.9990768765565008,,,,0.0009231234434992075,,,
25989,1,Bernie Sanders,,false_negative,0.9990650668041781,,,,0.0009349331958219409,,,
3334,1,Dwight Eisenhower,,false_negative,0.9990261834464036,,,,0.0009738165535964072,,,
13741,1,Winston Churchill,,false_negative,0.9989985835272819,,,,0.0010014164727181196,,,
25754,1,Barack Obama,,false_negative,0.9989805268123746,,,,0.0010194731876254082,,,
14947,1,Barack Obama,,false_negative,0.9989739615703002,,,,0.0010260384296998382,,,
4917,1,George W. Bush,,false_negative,0.9989730676170439,,,,0.0010269323829561472,,,
25504,1,Donald Trump,,false_negative,0.9989667048212141,,,,0.0010332951787859201,,,
23405,0,Barack Obama,,false_positive,0.9999678134918213,,,,,0.9999678134918213,,
2627,0,Barack Obama,,false_positive,0.999967098236084,,,,,0.999967098236084,,
12309,0,Mark Zuckerberg,,false_positive,0.9999662637710571,,,,,0.9999662637710571,,
30344,0,Nick Offerman,,false_positive,0.9999649524688721,,,,,0.9999649524688721,,
15627,0,Bill Clinton,,false_positive,0.9999645948410034,,,,,0.9999645948410034,,
24239,0,Barack Obama,,false_positive,0.999962568283081,,,,,0.999962568283081,,
2356,0,Bill Clinton,,false_positive,0.9999598264694214,,,,,0.9999598264694214,,
22676,0,Alan Watts,,false_positive,0.9999595880508423,,,,,0.9999595880508423,,
1234,0,Alec Guinness,,false_positive,0.9999573230743408,,,,,0.9999573230743408,,
24409,0,Alec Guinness,,false_positive,0.9999558925628662,,,,,0.9999558925628662,,
6180,0,Alan Watts,,false_positive,0.9999557733535767,,,,,0.9999557733535767,,
30385,0,Alan Watts,,false_positive,0.9999555349349976,,,,,0.9999555349349976,,
6108,0,Adam Driver,,false_positive,0.9999537467956543,,,,,0.9999537467956543,,
22262,0,Winston Churchill,,false_positive,0.9999533891677856,,,,,0.9999533891677856,,
27966,0,Bill Clinton,,false_positive,0.9999512434005737,,,,,0.9999512434005737,,
23667,0,Alan Watts,,false_positive,0.9999504089355469,,,,,0.9999504089355469,,
24750,0,Ayn Rand,,false_positive,0.999947190284729,,,,,0.999947190284729,,
395,0,Martin Luther King,,false_positive,0.9999470710754395,,,,,0.9999470710754395,,
20378,0,Alec Guinness,,false_positive,0.9999442100524902,,,,,0.9999442100524902,,
24258,0,Martin Luther King,,false_positive,0.9999425411224365,,,,,0.9999425411224365,,
29404,0,Ayn Rand,,false_positive,0.9999381303787231,,,,,0.9999381303787231,,
31718,0,Alec Guinness,,false_positive,0.9999346733093262,,,,,0.9999346733093262,,
28145,0,Bob Ross,,false_positive,0.999932050704956,,,,,0.999932050704956,,
22217,0,Nick Offerman,,false_positive,0.9999290704727173,,,,,0.9999290704727173,,
26187,0,Adam Driver,,false_positive,0.9999289512634277,,,,,0.9999289512634277,,
30119,1,JFK,,false_negative,0.9997973620775156,,,,,0.0002026379224844277,,
6928,1,Winston Churchill,,false_negative,0.9997885608609067,,,,,0.0002114391390932724,,
10453,1,George Carlin,,false_negative,0.9997868831706,,,,,0.0002131168293999508,,
12407,1,Calvin Coolidge,,false_negative,0.9997868626232957,,,,,0.00021313737670425326,,
9931,1,Malcolm X,,false_negative,0.9997863038588548,,,,,0.0002136961411451921,,
26701,1,2Pac,,false_negative,0.999785652893479,,,,,0.00021434710652101785,,
16921,1,Calvin Coolidge,,false_negative,0.9997814162052236,,,,,0.00021858379477635026,,
27465,1,Calvin Coolidge,,false_negative,0.9997797557589365,,,,,0.00022024424106348306,,
1011,1,George Carlin,,false_negative,0.9997784150909865,,,,,0.0002215849090134725,,
24259,1,Calvin Coolidge,,false_negative,0.9997775798256043,,,,,0.00022242017439566553,,
5288,1,Frank Sinatra,,false_negative,0.9997767341992585,,,,,0.00022326580074150115,,
16672,1,Frank Sinatra,,false_negative,0.9997761497215834,,,,,0.0002238502784166485,,
4292,1,Calvin Coolidge,,false_negative,0.9997755983931711,,,,,0.00022440160682890564,,
1384,1,Calvin Coolidge,,false_negative,0.9997749043104704,,,,,0.00022509568952955306,,
6132,1,Dwight Eisenhower,,false_negative,0.9997746758599533,,,,,0.0002253241400467232,,
2335,1,Martin Luther King,,false_negative,0.9997745527216466,,,,,0.00022544727835338563,,
21334,1,2Pac,,false_negative,0.9997743161511607,,,,,0.0002256838488392532,,
9805,1,Orson Welles,,false_negative,0.9997739634127356,,,,,0.0002260365872643888,,
19368,1,Calvin Coolidge,,false_negative,0.9997735908982577,,,,,0.00022640910174231976,,
5534,1,Calvin Coolidge,,false_negative,0.9997732789634028,,,,,0.00022672103659715503,,
10087,1,JFK,,false_negative,0.9997731935582124,,,,,0.00022680644178763032,,
15470,1,George Carlin,,false_negative,0.9997726622532355,,,,,0.00022733774676453322,,
6315,1,Alec Guinness,,false_negative,0.9997726136934943,,,,,0.00022738630650565028,,
5832,1,Winston Churchill,,false_negative,0.9997725748835364,,,,,0.00022742511646356434,,
10242,1,George Carlin,,false_negative,0.9997719527746085,,,,,0.00022804722539149225,,
10068,0,,,shared_error,,,,,,,6.0,_universal
1011,1,,,shared_error,,,,,,,6.0,_universal
10120,0,,,shared_error,,,,,,,6.0,_universal
1031,1,,,shared_error,,,,,,,6.0,_universal
1051,0,,,shared_error,,,,,,,6.0,_universal
10704,0,,,shared_error,,,,,,,6.0,_universal
10778,1,,,shared_error,,,,,,,6.0,_universal
1078,0,,,shared_error,,,,,,,6.0,_universal
10949,1,,,shared_error,,,,,,,6.0,_universal
1099,1,,,shared_error,,,,,,,6.0,_universal
11245,0,,,shared_error,,,,,,,6.0,_universal
11559,0,,,shared_error,,,,,,,6.0,_universal
11691,0,,,shared_error,,,,,,,6.0,_universal
11756,0,,,shared_error,,,,,,,6.0,_universal
11858,0,,,shared_error,,,,,,,6.0,_universal
11897,0,,,shared_error,,,,,,,6.0,_universal
11904,0,,,shared_error,,,,,,,6.0,_universal
12289,1,,,shared_error,,,,,,,6.0,_universal
12315,1,,,shared_error,,,,,,,6.0,_universal
1234,0,,,shared_error,,,,,,,6.0,_universal
12546,0,,,shared_error,,,,,,,6.0,_universal
12729,0,,,shared_error,,,,,,,6.0,_universal
12913,0,,,shared_error,,,,,,,6.0,_universal
12968,0,,,shared_error,,,,,,,6.0,_universal
12984,1,,,shared_error,,,,,,,6.0,_universal
